NUMBER_ISSUE,URL,NFR_TYPE,PHRASE,KEYWORDS,LOCATION,LABEL,OBS
1625,https://github.com/spring-projects/spring-framework/pull/1625,None,,,,,
27779,https://github.com/spring-projects/spring-framework/pull/27779,None,,,,,
68,https://github.com/spring-projects/spring-framework/pull/68,None,,,,,
24864,https://github.com/spring-projects/spring-framework/pull/24864,None,,,,,
1539,https://github.com/spring-projects/spring-framework/pull/1539,None,,,,,
860,https://github.com/spring-projects/spring-framework/pull/860,None,,,,,
27830,https://github.com/spring-projects/spring-framework/pull/27830,Manutenability,"""Improve tests and Javadoc on binding to a property of type javax.servlet.Part""","improve, tests, javadoc",Title,,
27468,https://github.com/spring-projects/spring-framework/pull/27468,None,,,,,
22523,https://github.com/spring-projects/spring-framework/pull/22523,Manutenability,"""URL Cleanup"", ""Fixed URLs""",cleanup,"Title, description",,
26340,https://github.com/spring-projects/spring-framework/pull/26340,None,,,,,
28014,https://github.com/spring-projects/spring-framework/pull/28014,None,,,,,
28652,https://github.com/spring-projects/spring-framework/pull/28652,None,,,,,
1190,https://github.com/spring-projects/spring-framework/pull/1190,None,,,,,
1106,https://github.com/spring-projects/spring-framework/pull/1106,None,,,,,
24682,https://github.com/spring-projects/spring-framework/pull/24682,Manutenability,"""Improve javadoc in RollbackRuleAttribute regarding nested classes"", ""Please introduce a test which demonstrates that an enclosing class would result in a positive match.""","improve, javadoc, test","Title, comment",,
529,https://github.com/spring-projects/spring-framework/pull/529,None,,,,,
27466,https://github.com/spring-projects/spring-framework/pull/27466,Performance,"""Optimize header removal in ForwardedHeaderFilter"", ""The current implementation suggests that the request's headers are not
expected to change. Hence, it's not necessary to copy them.
Furthermore, it might be costly to do so if there are many headers.
Instead, cache only the request's header names for method getHeaderNames.""","optimize, costly, cache","Title, description",,
22546,https://github.com/spring-projects/spring-framework/pull/22546,None,,,,,
1746,https://github.com/spring-projects/spring-framework/pull/1746,None,,,,,
26211,https://github.com/spring-projects/spring-framework/pull/26211,None,,,,,
749,https://github.com/spring-projects/spring-framework/pull/749,None,,,,,
1804,https://github.com/spring-projects/spring-framework/pull/1804,None,,,,,
372,https://github.com/spring-projects/spring-framework/pull/372,None,,,,,
26569,https://github.com/spring-projects/spring-framework/pull/26569,None,,,,,
505,https://github.com/spring-projects/spring-framework/pull/505,None,,,,,
933,https://github.com/spring-projects/spring-framework/pull/933,None,,,,,
24337,https://github.com/spring-projects/spring-framework/pull/24337,Robustness,"""Update throwable to SQLException"", ""To be as specific as possible in catching exceptions.
As far as I can see, there is no problem.""","throwable, exception, catching","Title, description",in:Data,
25604,https://github.com/spring-projects/spring-framework/pull/25604,None,,,,,
3,https://github.com/spring-projects/spring-framework/pull/3,None,,,,,
1504,https://github.com/spring-projects/spring-framework/pull/1504,None,,,,,
24746,https://github.com/spring-projects/spring-framework/pull/24746,None,,,,,
23582,https://github.com/spring-projects/spring-framework/pull/23582,None,,,,,
826,https://github.com/spring-projects/spring-framework/pull/826,None,,,,,
2071,https://github.com/spring-projects/spring-framework/pull/2071,None,,,,,
22668,https://github.com/spring-projects/spring-framework/pull/22668,Security,This commit updates URLs to prefer the https protocol.,prefer the https protocol,description,,
26484,https://github.com/spring-projects/spring-framework/pull/26484,None,,,,,
1724,https://github.com/spring-projects/spring-framework/pull/1724,None,,,,,
28265,https://github.com/spring-projects/spring-framework/pull/28265,None,,,,,
1428,https://github.com/spring-projects/spring-framework/pull/1428,Robustness,"RestTemplate is missing ""Typed"" error handler

The default error handler creates a String body from the output source. It would be nice if there were an alternative ""Typed"" Error handler that could use the same HttpMessageConverterExtractor to non-success states that handle JSON/XML responses.",error handler,"title, description",,
25463,https://github.com/spring-projects/spring-framework/pull/25463,None,,,,,
890,https://github.com/spring-projects/spring-framework/pull/890,None,,,,,
1671,https://github.com/spring-projects/spring-framework/pull/1671,Robustness,source code*,"try, finally",source code,,Texto da issue vago. Fui olhar no código fonte. Daí entendi que era robustez.
530,https://github.com/spring-projects/spring-framework/pull/530,None,,,,,
22593,https://github.com/spring-projects/spring-framework/pull/22593,None,,,,,
154,https://github.com/spring-projects/spring-framework/pull/154,Robustness,"Chain exception cause on create failure

Propogate root cause of exceptions thrown from createCollection
and createMap.","chain exception, propagate root cause","title, description",,
159,https://github.com/spring-projects/spring-framework/pull/159,None,,,,,
28853,https://github.com/spring-projects/spring-framework/pull/28853,None,,,,,
728,https://github.com/spring-projects/spring-framework/pull/728,None,,,,,
1366,https://github.com/spring-projects/spring-framework/pull/1366,None,,,,,
705,https://github.com/spring-projects/spring-framework/pull/705,Robustness,Lately I'm using http 422 Unprocessable Entity for returning validation errors. instead of a 400. It seems many public api's are changing to this (like github api).,returning validation errors,description,,
24266,https://github.com/spring-projects/spring-framework/pull/24266,None,,,,,
1356,https://github.com/spring-projects/spring-framework/pull/1356,None,,,,,
74,https://github.com/spring-projects/spring-framework/pull/74,None,,,,,
26574,https://github.com/spring-projects/spring-framework/pull/26574,Robustness,"ClassLoader.getResource can throw IllegalArgumentException

According to its javadoc, resolveURL should return null if not resolvable, so catch the IllegalArgumentException and return null.","throw, catch","title, description",,
1222,https://github.com/spring-projects/spring-framework/pull/1222,None,,,,,
1805,https://github.com/spring-projects/spring-framework/pull/1805,Performance,"SPR-16766 - Improve performance of StringUtils#trimWhitespace

Cutting whitespaces once prevents calling System#arrayCopy on every deleted char. With using String#substring method it would be called just once.","performance, called just once","title, description",,
23341,https://github.com/spring-projects/spring-framework/pull/23341,Performance,What we specifically need is a way to predict the bean type in a way that's very fast to call during condition evaluation and doesn't cause any early initialization of any beans (including FactoryBeans).,early inititalization,description,,Precisei olhar para uma issue citada (#23056)
1435,https://github.com/spring-projects/spring-framework/pull/1435,None,,,,,
1813,https://github.com/spring-projects/spring-framework/pull/1813,None,,,,,
224,https://github.com/spring-projects/spring-framework/pull/224,None,,,,,
24758,https://github.com/spring-projects/spring-framework/pull/24758,None,,,,,
24900,https://github.com/spring-projects/spring-framework/pull/24900,None,,,,,
568,https://github.com/spring-projects/spring-framework/pull/568,Robustness,This commit adds a check for this exception and returns null in that case,adds a check for this exception,description,,
23053,https://github.com/spring-projects/spring-framework/pull/23053,None,,,,,
23176,https://github.com/spring-projects/spring-framework/pull/23176,None,,,,,
23458,https://github.com/spring-projects/spring-framework/pull/23458,Performance,What we specifically need is a way to predict the bean type in a way that's very fast to call during condition evaluation and doesn't cause any early initialization of any beans (including FactoryBeans).,early initialization,description,,Precisei olhar para uma issue citada (#23056)
24588,https://github.com/spring-projects/spring-framework/pull/24588,Robustness,"Thanks for the PR but none of the changed places are exposed to NullPointerException and the current checks are fine, even a little shorter, so we'll keep them as they are.","exposed to NullPointerException, checks",comment,,
751,https://github.com/spring-projects/spring-framework/pull/751,None,,,,,
2015,https://github.com/spring-projects/spring-framework/pull/2015,None,,,,,
1929,https://github.com/spring-projects/spring-framework/pull/1929,None,,,,,
1448,https://github.com/spring-projects/spring-framework/pull/1448,None,,,,,
26779,https://github.com/spring-projects/spring-framework/pull/26779,None,,,,,
27015,https://github.com/spring-projects/spring-framework/pull/27015,None,,,,,
26575,https://github.com/spring-projects/spring-framework/pull/26575,None,,,,,
27417,https://github.com/spring-projects/spring-framework/pull/27417,None,,,,,
292,https://github.com/spring-projects/spring-framework/pull/292,None,,,,,
22778,https://github.com/spring-projects/spring-framework/pull/22778,None,,,,,
28428,https://github.com/spring-projects/spring-framework/pull/28428,None,,,,,
28056,https://github.com/spring-projects/spring-framework/pull/28056,None,,,,,
133,https://github.com/spring-projects/spring-framework/pull/133,None,,,,,
1620,https://github.com/spring-projects/spring-framework/pull/1620,None,,,,,
23345,https://github.com/spring-projects/spring-framework/pull/23345,Performance,"Introduce interface cache for proxied EntityManager and Query types.
These caches prevent excessive object allocations","interface cache, prevent excessive object reallocations","title, description",,
1957,https://github.com/spring-projects/spring-framework/pull/1957,None,,,,,
27469,https://github.com/spring-projects/spring-framework/pull/27469,None,,,,"Titulo em chinês, sem descrição",
22606,https://github.com/spring-projects/spring-framework/pull/22606,None,,,,,
1412,https://github.com/spring-projects/spring-framework/pull/1412,None,,,,,
1955,https://github.com/spring-projects/spring-framework/pull/1955,None,,,,,
841,https://github.com/spring-projects/spring-framework/pull/841,None,,,,,
27536,https://github.com/spring-projects/spring-framework/pull/27536,None,,,,,
474,https://github.com/spring-projects/spring-framework/pull/474,None,,,,,
591,https://github.com/spring-projects/spring-framework/pull/591,None,,,,,
23729,https://github.com/spring-projects/spring-framework/pull/23729,None,,,,,
23506,https://github.com/spring-projects/spring-framework/pull/23506,Maintainability,This simplifies the ajc configuration by using the external io.freefair.aspectj gradle plugin.,simplifies the ajc configuration,Description,,
26752,https://github.com/spring-projects/spring-framework/pull/26752,None,,,,,
282,https://github.com/spring-projects/spring-framework/pull/282,None,,,,,
23645,https://github.com/spring-projects/spring-framework/pull/23645,Maintainability,"Prior to this commit, customizing the extraction of RSocket metadata
from frames would require developers to override the default
MetadataExtractor while configuring RSocketStrategies.
This touches on many infrastructure parts, whereas the goal is just to
configure an extra metadata entry extractor using already configured
codecs.",require developers overriding,Description,,
1173,https://github.com/spring-projects/spring-framework/pull/1173,None,,,,,
507,https://github.com/spring-projects/spring-framework/pull/507,None,,,,,
1802,https://github.com/spring-projects/spring-framework/pull/1802,Robustness,Make sure the constructor of CacheControl being invoked only once.,invoked only once,description,,
1821,https://github.com/spring-projects/spring-framework/pull/1821,None,,,,,
1447,https://github.com/spring-projects/spring-framework/pull/1447,Maintainability,Refact iterator of Map with Java 8 forEach,refact,title,,
1936,https://github.com/spring-projects/spring-framework/pull/1936,Robustness,"More defensive about bad URLs 
We can safely catch Throwable here without affecting the logic","defensive, catch","title, description",,
2024,https://github.com/spring-projects/spring-framework/pull/2024,Maintainability,"Uses Function.identity instead of n->n
This PR just polishes DefaultServerResponseBuilder - it replaces all uses of
","uses Function.identity instead of, polishes, replaces all uses","title, description",,
1405,https://github.com/spring-projects/spring-framework/pull/1405,Performance,Lazily initialize Environment in GenericFilterBean,Lazily inititalize,title,,
1108,https://github.com/spring-projects/spring-framework/pull/1108,None,,,,,
25540,https://github.com/spring-projects/spring-framework/pull/25540,None,,,,,
22571,https://github.com/spring-projects/spring-framework/pull/22571,None,,,,,
23290,https://github.com/spring-projects/spring-framework/pull/23290,None,,,,,
28113,https://github.com/spring-projects/spring-framework/pull/28113,Performance,Avoid multiple invocations of private lifecycle method ,Avoid multiple invocations,,,
23914,https://github.com/spring-projects/spring-framework/pull/23914,"Maintainability,","""The original map named earlyProxyReferences seems to stores the target object, not the proxy object.""",,Title,type:task,
184,https://github.com/spring-projects/spring-framework/pull/184,None,,,,,
25321,https://github.com/spring-projects/spring-framework/pull/25321,"Maintainability, Robustness","""I had an issue where System.currentTimeMillis() was a bad seed when a few tests were running in parallel.""","Bad seed, tests",Description,type:enhancement,
1244,https://github.com/spring-projects/spring-framework/pull/1244,None,,,,,
2002,https://github.com/spring-projects/spring-framework/pull/2002,None,,,,,
23066,https://github.com/spring-projects/spring-framework/pull/23066,None,,,,,
1800,https://github.com/spring-projects/spring-framework/pull/1800,None,,,,,
359,https://github.com/spring-projects/spring-framework/pull/359,Robustness,"""Now the DispatcherServlet can be configured to throw a
NoHandlerFoundException, when the throwExceptionIfNoHandlerFound
property is set to ""true"".""",Throw,Description,,
24661,https://github.com/spring-projects/spring-framework/pull/24661,None,,,,,
1790,https://github.com/spring-projects/spring-framework/pull/1790,None,,,,,
22254,https://github.com/spring-projects/spring-framework/pull/22254,None,,,,,
28448,https://github.com/spring-projects/spring-framework/pull/28448,Maintainability,"""Update javadoc as type-level @Controller is now required""",Javadoc,Title,type:task,
26383,https://github.com/spring-projects/spring-framework/pull/26383,None,,,,,
22728,https://github.com/spring-projects/spring-framework/pull/22728,Robustness,"""The use case is an error from the writeFunction, e.g. if Reactor Netty fails to flush the response status and the headers before consuming the cached item.""",Error,Review,type:bug,
1949,https://github.com/spring-projects/spring-framework/pull/1949,None,,,,,
1304,https://github.com/spring-projects/spring-framework/pull/1304,None,,,,,
26700,https://github.com/spring-projects/spring-framework/pull/26700,Robustness,"""If the ThreadPoolTaskExecutor is dynamically changed with an invalid value
the state of the ThreadPoolTaskExecutor does no longer correctly represent
the state of the underlying ThreadPoolExecutor""",Invalid value,Description,type:enhancement,
929,https://github.com/spring-projects/spring-framework/pull/929,"Maintainability, Robustness","""SPR-13752: MockHttpServletResponse.setIntHeader does not support 'Content-Length' header""","Robustness: Support
Maintainability: Exception","Robustness: Description
Maintainability: Issue",,
291,https://github.com/spring-projects/spring-framework/pull/291,None,,,,,
865,https://github.com/spring-projects/spring-framework/pull/865,None,,,,,
586,https://github.com/spring-projects/spring-framework/pull/586,None,,,,,
1376,https://github.com/spring-projects/spring-framework/pull/1376,Robustness,"""SPR-14925: Return 5xx HTTP status for invalid target types with Jackson""",Return,Title,,
23521,https://github.com/spring-projects/spring-framework/pull/23521,Maintainability,"""Use dependency management in Framework build""",Build,Title,type:task,
1354,https://github.com/spring-projects/spring-framework/pull/1354,None,,,,,
381,https://github.com/spring-projects/spring-framework/pull/381,None,,,,,
24792,https://github.com/spring-projects/spring-framework/pull/24792,Maintainability,"""Fix broken link in Javadoc for DynamicPropertySource""",Javadoc,Title,type:task,
23050,https://github.com/spring-projects/spring-framework/pull/23050,None,,,,,
22516,https://github.com/spring-projects/spring-framework/pull/22516,"Maintainability, Security","""This commit updates URLs to prefer the https protocol. Redirects are not followed to avoid accidentally expanding intentionally shortened URLs (i.e. if using a URL shortener).""",HTTPS,Description,type:task,
1990,https://github.com/spring-projects/spring-framework/pull/1990,None,,,,,
28836,https://github.com/spring-projects/spring-framework/pull/28836,"Robustness, Security","""Fixing internal error, when the message of an exception doesn't contain any text.

In my application, this probably caused a memory leak. ""","Robustness: Internal error
Security: Memory leak",Description,type:bug,
756,https://github.com/spring-projects/spring-framework/pull/756,None,,,,,
1885,https://github.com/spring-projects/spring-framework/pull/1885,None,,,,,
1777,https://github.com/spring-projects/spring-framework/pull/1777,None,,,,,
25570,https://github.com/spring-projects/spring-framework/pull/25570,Performance,"""Optimize single character equality checks""",Optimize,Title,,
1324,https://github.com/spring-projects/spring-framework/pull/1324,None,,,,,
28792,https://github.com/spring-projects/spring-framework/pull/28792,None,,,,,
1618,https://github.com/spring-projects/spring-framework/pull/1618,None,,,,,
23815,https://github.com/spring-projects/spring-framework/pull/23815,Robustness,"""Changed the default character encoding to UTF-8 in both the exceptions""",Exception,Title,,
726,https://github.com/spring-projects/spring-framework/pull/726,None,,,,,
573,https://github.com/spring-projects/spring-framework/pull/573,Maintainability,"""Support asserting JSON regardless of order and formatting.""",Support,Description,,
27804,https://github.com/spring-projects/spring-framework/pull/27804,Maintainability,"""Fix javadoc reference to ThrowsAdvice """,Javadoc,Title,type:documentation,
629,https://github.com/spring-projects/spring-framework/pull/629,Performance,"""Use putIfAbsent in CachedIntrospectionResults to avoid writing to the map. This change results in less volatile field updates increasing get performance (which is far more common).""",Performance,Description,,
26442,https://github.com/spring-projects/spring-framework/pull/26442,Performance,"""Introduce 'idleReceivesPerTaskLimit' in DefaultMessageListenerContainer""",Limit,Title,type:enhancement,
27992,https://github.com/spring-projects/spring-framework/pull/27992,"Robustness, Performance","""Hence,
the possibility to find several matching signatures by just using
the schema name, catalog name and procedure/function name is real.""",,,,
28658,https://github.com/spring-projects/spring-framework/pull/28658,None,,,,,
23762,https://github.com/spring-projects/spring-framework/pull/23762,None,,,,,
1655,https://github.com/spring-projects/spring-framework/pull/1655,None,,,,,
23847,https://github.com/spring-projects/spring-framework/pull/23847,None,,,,,
62,https://github.com/spring-projects/spring-framework/pull/62,None,,,,,
25062,https://github.com/spring-projects/spring-framework/pull/25062,Performance,"""Reduce unnecessary loops in PostProcessorRegistrationDelegate""",Reduce,Title,,
22334,https://github.com/spring-projects/spring-framework/pull/22334,None,,,,,
25951,https://github.com/spring-projects/spring-framework/pull/25951,None,,,,,
829,https://github.com/spring-projects/spring-framework/pull/829,Maintainability,"""Instead of having to use the default constructor then calling #setObjectMapper(ObjectMapper), this constructor allows the MappingJackson2JsonView to be created and configured with the desired object mapper in one step.""",Allows,Description,,
1455,https://github.com/spring-projects/spring-framework/pull/1455,None,,,,,
273,https://github.com/spring-projects/spring-framework/pull/273,Maintainability,"""Support specifying time zone for @Scheduled cron""",Support,Title,,
325,https://github.com/spring-projects/spring-framework/pull/325,None,,,,,
345,https://github.com/spring-projects/spring-framework/pull/345,Robustness,"""Fix NPE in JettyRequestUpgradeStrategy""",Fix,Title,,
27494,https://github.com/spring-projects/spring-framework/pull/27494,None,,,,,
27334,https://github.com/spring-projects/spring-framework/pull/27334,Maintainability,"""simplify if statement""",Simplify,Title,,
1976,https://github.com/spring-projects/spring-framework/pull/1976,None,,,,,
971,https://github.com/spring-projects/spring-framework/pull/971,None,,,,,
1611,https://github.com/spring-projects/spring-framework/pull/1611,None,,,,,
1795,https://github.com/spring-projects/spring-framework/pull/1795,None,,,,,
1865,https://github.com/spring-projects/spring-framework/pull/1865,None,,,,,
2060,https://github.com/spring-projects/spring-framework/pull/2060,Maintainability,"""These mechanisms can be used in other test frameworks, and are already very well documented and tested.""",Test,Description,type:enhancement,
27567,https://github.com/spring-projects/spring-framework/pull/27567,Robustness,"""Fix assertion failure messages in DefaultDataBuffer.checkIndex()""",Failure,Title,type:bug,
24344,https://github.com/spring-projects/spring-framework/pull/24344,None,,,,,
823,https://github.com/spring-projects/spring-framework/pull/823,None,,,,,
27442,https://github.com/spring-projects/spring-framework/pull/27442,None,,,,,
27891,https://github.com/spring-projects/spring-framework/pull/27891,None,,,,,
1943,https://github.com/spring-projects/spring-framework/pull/1943,None,,,,,
26487,https://github.com/spring-projects/spring-framework/pull/26487,Robustness,"""As a result, Spring RSocket app that has ProtobufDecoder configured can not receive a payload with application/vnd.google.protobuf data mime type.""",Payload,Description,type:enhancement,
26641,https://github.com/spring-projects/spring-framework/pull/26641,Robustness,"""No need to invoke doResolveDependency() repeatedly since target is already created.""",Repeatedly ,Description,,
1486,https://github.com/spring-projects/spring-framework/pull/1486,None,,,,,
924,https://github.com/spring-projects/spring-framework/pull/924,Robustness,"""This ultimately lead to problems with the GenericConversionService cache returning the ""wrong"" conditional converter in my application.""",Problems,Description,,
1070,https://github.com/spring-projects/spring-framework/pull/1070,Robustness,"""MethodBasedEvaluationContext.lazyLoadArguments fails for an empty variable arguments method call
java.lang.ArrayIndexOutOfBoundsException at MethodBasedEvaluationContextTests.java:70""",Fails,Description,,
1229,https://github.com/spring-projects/spring-framework/pull/1229,None,,,,,
27291,https://github.com/spring-projects/spring-framework/pull/27291,None,-,-,-,-,-
1981,https://github.com/spring-projects/spring-framework/pull/1981,Performance,Allow applications that use uber jar to benefit from cached entries rather than using the slow jar lookup for component scanning.,benefit from cached entries rather than using the slow jar lookup,Descrição da PR,,
1719,https://github.com/spring-projects/spring-framework/pull/1719,Maintainability,Polish: constant names should comply with a naming convention,naming convention,Título da PR,-,"Não foi feito, pois era um padrão diferente do projeto"
194,https://github.com/spring-projects/spring-framework/pull/194,Robustness,Previously CallableProcessingInterceptor and DeferredResultProcessingInterceptor did not have support for capturing the state of the original Thread just prior to processing. This made it  difficult to transfer the state of one Thread (i.e. ThreadLocal) to the Thread used to process the Callable.,"This made it
difficult to transfer the state of one Thread (i.e. ThreadLocal) to the
Thread used to process the Callable.",Descrição da PR,,
421,https://github.com/spring-projects/spring-framework/pull/421,None,-,-,-,-,-
1920,https://github.com/spring-projects/spring-framework/pull/1920,None,-,-,-,-,-
1269,https://github.com/spring-projects/spring-framework/pull/1269,Performance,We have large result sets that are affected by the inefficiency of the LinkedCaseInsensitiveMap returned by the ColumnMapRowMapper. The problem can be fixed if we can just override getColumnMapRowMapper().,affected by the inefficiency,Descrição da PR,,
1628,https://github.com/spring-projects/spring-framework/pull/1628,Robustness,Refactor getMethodIfAvailable to not cause NoSuchMethodExceptions,to not cause NoSuchMethodExceptions,Título da PR,,
25170,https://github.com/spring-projects/spring-framework/pull/25170,None,-,-,-,-,-
1638,https://github.com/spring-projects/spring-framework/pull/1638,None,-,-,-,-,-
270,https://github.com/spring-projects/spring-framework/pull/270,Robustness,Improve failure mode when depends-on cycle exists,Improve failure mode,Título da PR,,
1524,https://github.com/spring-projects/spring-framework/pull/1524,Maintainability,Documentation readability improvements,Documentation readability improvements,Título da PR,,
23455,https://github.com/spring-projects/spring-framework/pull/23455,"Maintainability, Performance",Avoid storing unnecessary beanName in ApplicationListenerDetector,Avoid storing unnecessary,Título da PR,,
1459,https://github.com/spring-projects/spring-framework/pull/1459,,,,,,
1544,https://github.com/spring-projects/spring-framework/pull/1544,Maintainability,Clarify docs for usage of @Configurable objects,Clarify docs for usage,Título da PR,,
1308,https://github.com/spring-projects/spring-framework/pull/1308,None,-,-,-,-,-
640,https://github.com/spring-projects/spring-framework/pull/640,None,-,-,-,-,-
27365,https://github.com/spring-projects/spring-framework/pull/27365,None,-,-,-,-,-
26586,https://github.com/spring-projects/spring-framework/pull/26586,None,-,-,-,-,-
24808,https://github.com/spring-projects/spring-framework/pull/24808,Maintainability,"Hello, this PR changes replace inner class with lambada to make the code more concise.",to make the code more concise,Descrição da PR,,
24481,https://github.com/spring-projects/spring-framework/pull/24481,None,-,-,-,-,-
26813,https://github.com/spring-projects/spring-framework/pull/26813,Maintainability,Added an easier way to set ExecuteExistingDelayedTasksAfterShutdown and ContinueExistingPeriodicTasksAfterShutdown policies. ,Added an easier way to set,Descrição da PR,,
1732,https://github.com/spring-projects/spring-framework/pull/1732,None,-,-,-,-,-
566,https://github.com/spring-projects/spring-framework/pull/566,None,-,-,-,-,-
24672,https://github.com/spring-projects/spring-framework/pull/24672,Performance,Reduce String garbage in CglibAopProxy.doValidateClass(),Reduce String garbage,Título da PR,,
23868,https://github.com/spring-projects/spring-framework/pull/23868,Robustness,hasCorsConfigurationSource() now supports HandlerExecutionChain,now supports HandlerExecutionChain,Título da PR,,
1543,https://github.com/spring-projects/spring-framework/pull/1543,None,-,-,-,-,-
1282,https://github.com/spring-projects/spring-framework/pull/1282,Robustness,replace usage of the double constructor of BigDecimal with the String constructor of BigDecimal in JdbcTemplateQueryTests,replace usage of the double constructor of BigDecimal with the String constructor of BigDecimal,Descrição da PR,,
27824,https://github.com/spring-projects/spring-framework/pull/27824,"Maintainability, Performance",Use Collection factory methods,Use Collection factory methods,Título da PR,,
26429,https://github.com/spring-projects/spring-framework/pull/26429,None,-,-,-,-,-
26416,https://github.com/spring-projects/spring-framework/pull/26416,None,-,-,-,-,-
1735,https://github.com/spring-projects/spring-framework/pull/1735,None,-,-,-,-,-
27979,https://github.com/spring-projects/spring-framework/pull/27979,Maintainability,"This way, tests that need to modify the native-detection-result can interact with SpringProperties to dynamically change the value.",tests that need to modify the native-detection-result can interact,Descrição da PR,,
27700,https://github.com/spring-projects/spring-framework/pull/27700,None,-,-,-,-,-
233,https://github.com/spring-projects/spring-framework/pull/233,None,-,-,-,-,-
24384,https://github.com/spring-projects/spring-framework/pull/24384,None,-,-,-,-,-
28181,https://github.com/spring-projects/spring-framework/pull/28181,Robustness,"When new basenames are added (method addBasenames()) or changed (method setBasenames()), cache is not invalidated, although it is stale given the new basenames.",cache is not invalidated,Descrição da PR,,
264,https://github.com/spring-projects/spring-framework/pull/264,None,-,-,-,-,-
24403,https://github.com/spring-projects/spring-framework/pull/24403,Maintainability,Simplify GenericConversionService.getMatchableConverters(),Simplify,Título da PR,,
24388,https://github.com/spring-projects/spring-framework/pull/24388,Performance,In cases when concatenation arguments are the same they produce equal String at each iteration. This is why we can hoist them to reduce output of String garbage.,we can hoist them to reduce output of String garbage.,Descrição da PR,,
